-16,16,-22,-24,-28,-8,-10,26
20,-26,-15,7,-19,5,6,5
-10,-26,15,-28,25,20,-23,-19
23,-18,-28,-22,-20,-24,16,15
26,-13,-26,-31,-22,10,-3,26
5,-13,-10,-30,14,-31,-27,20
14,-18,-5,21,-23,-32,-10,-14
-31,-14,7,-21,14,-17,-24,26
-11,-23,9,-8,16,-3,30,19
9,-14,-18,-13,22,20,5,25
-6,-5,-27,-31,-13,8,-32,20
1,12,2,12,5,12,11,-3
13,12,-20,-27,21,11,15,4
3,-18,-29,-15,14,-11,-5,-5
-11,4,-18,-21,15,27,31,22
-9,6,-18,15,12,-14,-29,26
14,-28,8,-2,-23,-5,23,2
24,10,0,-13,0,-22,21,-24
-16,18,3,-25,-29,18,16,15
-4,29,19,3,8,17,-11,-21
16,24,-14,10,8,-30,22,6
-1,0,-13,31,-24,17,31,20
-10,-15,-4,11,-32,-2,-16,27
-11,-5,-30,8,-7,12,18,7
-32,-12,-14,-31,22,13,22,-9
-30,-27,29,-5,-5,-13,7,-30
5,29,12,-21,-5,11,23,-9
-6,-14,-25,-22,-11,-19,12,-19
-23,-2,5,-7,-25,19,-28,0
19,20,13,25,-13,-22,1,-1
-31,7,-14,8,21,-3,8,7
17,-28,-8,2,11,-1,-14,-22
-26,-26,-14,7,-24,-24,9,17
-4,-16,-17,22,-32,-32,17,10
-20,-31,-15,-29,-8,16,-18,-22
15,-26,-23,-18,-28,28,-8,1
-7,-7,22,-9,22,20,13,-31
31,20,-11,-20,17,-18,-28,27
-28,7,1,16,21,9,22,26
20,-4,21,28,9,-27,31,3
-8,-9,19,-32,-18,-16,16,13
13,9,19,-32,26,21,18,5
-18,3,-9,8,-27,-1,-18,24
-5,16,-13,23,29,-29,20,31
-4,-12,-7,-28,-11,-2,-8,4
14,20,-26,-27,-9,-27,31,-28
-1,-22,21,0,29,30,-7,5
18,-19,5,11,-9,-10,-22,8
19,0,31,15,-14,-1,29,30
17,-3,-22,-5,10,-22,-28,12
21,10,18,29,-17,-26,-32,4
-3,30,22,-11,18,-27,11,-3
18,10,10,-16,-31,-7,18,-8
16,28,-25,-19,-29,-29,-16,-9
